benchmark,solver,status,result,time_real,time_cpu,memory
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,ric3,ok,sat,0.4403021465986967,6.090229328,347.36128
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,mc-zhulf,ok,sat,297.4853500528261,1474.948465175,3588.456448
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,pavy,ok,sat,646.6836591600004,6461.021128566,6669.29152
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,supercar,ok,unknown,6.915324630215764,47.910347841,349.016064
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,ncip-minicraig,to,none,3601.0014206720516,3600.393551053,7041.097728
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,voiraig,to,none,3601.0014191929986,3600.900104159,111.47264
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,ncip-cadicraig,to,none,3601.001535777934,3601.506900937,34144.210944
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,fric3,to,none,3601.0013890163973,7199.902861361,1061.60128
2019/mann/data-integrity/unsafe/arbitrated_top_n4_w8_d32_e0.aig,ncip-portfolio,to,none,3601.001521530561,10801.307020406,43742.978048
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,supercar,ok,sat,66.50985813047737,936.533510197,11511.672832
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,ric3,ok,sat,65.57211500033736,966.787162968,20460.834816
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,fric3,ok,unknown,1.5538422968238592,1.492405113,352.82944
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,voiraig,to,none,3601.0019113691524,3600.043924027,512.512
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,ncip-minicraig,to,none,3601.001402859576,3600.263764603,3817.869312
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,ncip-cadicraig,to,none,3601.001324404031,3606.277874846,105165.938688
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,ncip-portfolio,mo,none,2168.853864009492,6505.466579586,120000.0
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,pavy,mo,none,1647.4919626610354,15431.21489431,120000.0
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w128_d128_e0.aig,mc-zhulf,to,none,3601.0015835473314,17998.023119734,20057.88672
2019/mann/data-integrity/unsafe/arbitrated_top_n5_w64_d8_e0.aig,mc-zhulf,ok,sat,1.9695671740919352,8.264017804,2925.412352
